ANO,MES,ESTADO,REGIAO,CONSUMO_T
2009,ABR,MATO GROSSO,CENTRO-OESTE,68627
2009,ABR,MATO GROSSO DO SUL,CENTRO-OESTE,56675
2009,ABR,GOIÁS,CENTRO-OESTE,179374
2009,ABR,DISTRITO FEDERAL,CENTRO-OESTE,67298
2009,MAI,RONDÔNIA,NORTE,30705
2009,MAI,ACRE,NORTE,9374
2009,MAI,AMAZONAS,NORTE,59290
2009,MAI,RORAIMA,NORTE,3991
2009,MAI,PARÁ,NORTE,91428
2009,MAI,AMAPÁ,NORTE,7113
2009,MAI,TOCANTINS,NORTE,40730
2009,MAI,MARANHÃO,NORDESTE,74791
2009,MAI,PIAUÍ,NORDESTE,33250
2009,MAI,CEARÁ,NORDESTE,85658
2009,MAI,RIO GRANDE DO NORTE,NORDESTE,49385
2009,MAI,PARAÍBA,NORDESTE,52819
2009,MAI,PERNAMBUCO,NORDESTE,141445
2009,MAI,ALAGOAS,NORDESTE,33137
2009,MAI,SERGIPE,NORDESTE,26627
2009,MAI,BAHIA,NORDESTE,211897
2009,MAI,AJUSTES,NORDESTE,",,,"
2009,MAI,MINAS GERAIS,SUDESTE,515822
2009,MAI,ESPÍRITO SANTO,SUDESTE,91047
2009,MAI,RIO DE JANEIRO,SUDESTE,353812
2009,MAI,SÃO PAULO,SUDESTE,1124855
2009,MAI,AJUSTES,SUDESTE,9000
2009,MAI,PARANÁ,SUL,246500
2009,MAI,SANTA CATARINA,SUL,227301
2009,MAI,RIO GRANDE DO SUL,SUL,217827
2009,MAI,AJUSTES,SUL,20000
2009,MAI,MATO GROSSO,CENTRO-OESTE,80772
2009,MAI,MATO GROSSO DO SUL,CENTRO-OESTE,58566
2009,MAI,GOIÁS,CENTRO-OESTE,189722
2009,MAI,DISTRITO FEDERAL,CENTRO-OESTE,81417
2009,JUN,RONDÔNIA,NORTE,33157
2009,JUN,ACRE,NORTE,9351
2009,JUN,AMAZONAS,NORTE,58250
2009,JUN,RORAIMA,NORTE,3566
2009,JUN,PARÁ,NORTE,111282
2009,JUN,AMAPÁ,NORTE,6048
2009,JUN,TOCANTINS,NORTE,47101
2009,JUN,MARANHÃO,NORDESTE,92624
2009,JUN,PIAUÍ,NORDESTE,44450
2009,JUN,CEARÁ,NORDESTE,109614
2009,JUN,RIO GRANDE DO NORTE,NORDESTE,51296
2009,JUN,PARAÍBA,NORDESTE,53000
2009,JUN,PERNAMBUCO,NORDESTE,135358
2009,JUN,ALAGOAS,NORDESTE,31802
2009,JUN,SERGIPE,NORDESTE,29991
2009,JUN,BAHIA,NORDESTE,215393
2009,JUN,AJUSTES,NORDESTE,",,,"
2009,JUN,MINAS GERAIS,SUDESTE,513686
2009,JUN,ESPÍRITO SANTO,SUDESTE,96520
2009,JUN,RIO DE JANEIRO,SUDESTE,348866
2009,JUN,SÃO PAULO,SUDESTE,1129992
2009,JUN,AJUSTES,SUDESTE,19000
2009,JUN,PARANÁ,SUL,248216
2009,JUN,SANTA CATARINA,SUL,229390
2009,JUN,RIO GRANDE DO SUL,SUL,221613
2009,JUN,AJUSTES,SUL,20000
2009,JUN,MATO GROSSO,CENTRO-OESTE,83634
2009,JUN,MATO GROSSO DO SUL,CENTRO-OESTE,58508
2009,JUN,GOIÁS,CENTRO-OESTE,204207
2009,JUN,DISTRITO FEDERAL,CENTRO-OESTE,80314
2009,JUL,RONDÔNIA,NORTE,46931
2009,JUL,ACRE,NORTE,12593
2009,JUL,AMAZONAS,NORTE,61630
2009,JUL,RORAIMA,NORTE,7338
2009,JUL,PARÁ,NORTE,120818
2009,JUL,AMAPÁ,NORTE,8129
2009,JUL,TOCANTINS,NORTE,48825
2009,JUL,MARANHÃO,NORDESTE,112502
2009,JUL,PIAUÍ,NORDESTE,52255
2009,JUL,CEARÁ,NORDESTE,135487
2009,JUL,RIO GRANDE DO NORTE,NORDESTE,57426
2009,JUL,PARAÍBA,NORDESTE,58296
2009,JUL,PERNAMBUCO,NORDESTE,161457
2009,JUL,ALAGOAS,NORDESTE,39047
2009,JUL,SERGIPE,NORDESTE,34055
2009,JUL,BAHIA,NORDESTE,251828
2009,JUL,AJUSTES,NORDESTE,",,,"
2009,JUL,MINAS GERAIS,SUDESTE,576387
2009,JUL,ESPÍRITO SANTO,SUDESTE,106519
2009,JUL,RIO DE JANEIRO,SUDESTE,357718
2009,JUL,SÃO PAULO,SUDESTE,1157173
2009,JUL,AJUSTES,SUDESTE,29000
2009,JUL,PARANÁ,SUL,255050
2009,JUL,SANTA CATARINA,SUL,231080
2009,JUL,RIO GRANDE DO SUL,SUL,226357
2009,JUL,AJUSTES,SUL,20000
2009,JUL,MATO GROSSO,CENTRO-OESTE,106560
2009,JUL,MATO GROSSO DO SUL,CENTRO-OESTE,59896
2009,JUL,GOIÁS,CENTRO-OESTE,227886
2009,JUL,DISTRITO FEDERAL,CENTRO-OESTE,102385
2009,AGO,RONDÔNIA,NORTE,52028
2009,AGO,ACRE,NORTE,13703
2009,AGO,AMAZONAS,NORTE,61355
2009,AGO,RORAIMA,NORTE,6946
2009,AGO,PARÁ,NORTE,126907
2009,AGO,AMAPÁ,NORTE,9164
2009,AGO,TOCANTINS,NORTE,44550
2009,AGO,MARANHÃO,NORDESTE,108962
2009,AGO,PIAUÍ,NORDESTE,54205
2009,AGO,CEARÁ,NORDESTE,138674
2009,AGO,RIO GRANDE DO NORTE,NORDESTE,61581
2009,AGO,PARAÍBA,NORDESTE,62618
2009,AGO,PERNAMBUCO,NORDESTE,161217
2009,AGO,ALAGOAS,NORDESTE,36258
2009,AGO,SERGIPE,NORDESTE,30592
2009,AGO,BAHIA,NORDESTE,249872
2009,AGO,AJUSTES,NORDESTE,",,,"
2009,AGO,MINAS GERAIS,SUDESTE,557411
2009,AGO,ESPÍRITO SANTO,SUDESTE,97899
2009,AGO,RIO DE JANEIRO,SUDESTE,340980
2009,AGO,SÃO PAULO,SUDESTE,1183089
2009,AGO,AJUSTES,SUDESTE,39000
2009,AGO,PARANÁ,SUL,275936
2009,AGO,SANTA CATARINA,SUL,229331
2009,AGO,RIO GRANDE DO SUL,SUL,220979
2009,AGO,AJUSTES,SUL,20000
2009,AGO,MATO GROSSO,CENTRO-OESTE,94309
2009,AGO,MATO GROSSO DO SUL,CENTRO-OESTE,59722
2009,AGO,GOIÁS,CENTRO-OESTE,208828
2009,AGO,DISTRITO FEDERAL,CENTRO-OESTE,98178
2009,SET,RONDÔNIA,NORTE,39746
2009,SET,ACRE,NORTE,11207
2009,SET,AMAZONAS,NORTE,63019
2009,SET,RORAIMA,NORTE,4990
2009,SET,PARÁ,NORTE,132980
2009,SET,AMAPÁ,NORTE,9802
2009,SET,TOCANTINS,NORTE,40560
2009,SET,MARANHÃO,NORDESTE,122241
2009,SET,PIAUÍ,NORDESTE,54034
2009,SET,CEARÁ,NORDESTE,146728
2009,SET,RIO GRANDE DO NORTE,NORDESTE,64048
2009,SET,PARAÍBA,NORDESTE,69872
2009,SET,PERNAMBUCO,NORDESTE,169015
2009,SET,ALAGOAS,NORDESTE,40763
2009,SET,SERGIPE,NORDESTE,34860
2009,SET,BAHIA,NORDESTE,267420
2009,SET,AJUSTES,NORDESTE,",,,"
2009,SET,MINAS GERAIS,SUDESTE,571514
2009,SET,ESPÍRITO SANTO,SUDESTE,104902
2009,SET,RIO DE JANEIRO,SUDESTE,341918
2009,SET,SÃO PAULO,SUDESTE,1154859
2009,SET,AJUSTES,SUDESTE,47000
2009,SET,PARANÁ,SUL,269300
2009,SET,SANTA CATARINA,SUL,216467
2009,SET,RIO GRANDE DO SUL,SUL,209868
2009,SET,AJUSTES,SUL,20000
2009,SET,MATO GROSSO,CENTRO-OESTE,90908
2009,SET,MATO GROSSO DO SUL,CENTRO-OESTE,63228
2009,SET,GOIÁS,CENTRO-OESTE,215777
2009,SET,DISTRITO FEDERAL,CENTRO-OESTE,95439
2009,OUT,RONDÔNIA,NORTE,56136
2009,OUT,ACRE,NORTE,13249
2009,OUT,AMAZONAS,NORTE,83067
2009,OUT,RORAIMA,NORTE,6286
2009,OUT,PARÁ,NORTE,128394
2009,OUT,AMAPÁ,NORTE,13503
2009,OUT,TOCANTINS,NORTE,36123
2009,OUT,MARANHÃO,NORDESTE,105851
2009,OUT,PIAUÍ,NORDESTE,53040
2009,OUT,CEARÁ,NORDESTE,146172
2009,OUT,RIO GRANDE DO NORTE,NORDESTE,64685
2009,OUT,PARAÍBA,NORDESTE,68203
2009,OUT,PERNAMBUCO,NORDESTE,176694
2009,OUT,ALAGOAS,NORDESTE,46242
2009,OUT,SERGIPE,NORDESTE,38581
2009,OUT,BAHIA,NORDESTE,263926
2009,OUT,AJUSTES,NORDESTE,",,,"
2009,OUT,MINAS GERAIS,SUDESTE,542293
2009,OUT,ESPÍRITO SANTO,SUDESTE,93831
2009,OUT,RIO DE JANEIRO,SUDESTE,329733
2009,OUT,SÃO PAULO,SUDESTE,1229848
2009,OUT,AJUSTES,SUDESTE,47000
2009,OUT,PARANÁ,SUL,277768
2009,OUT,SANTA CATARINA,SUL,232457
2009,OUT,RIO GRANDE DO SUL,SUL,255586
2009,OUT,AJUSTES,SUL,20000
2009,OUT,MATO GROSSO,CENTRO-OESTE,91557
2009,OUT,MATO GROSSO DO SUL,CENTRO-OESTE,64044
2009,OUT,GOIÁS,CENTRO-OESTE,215588
2009,OUT,DISTRITO FEDERAL,CENTRO-OESTE,93638
2009,NOV,RONDÔNIA,NORTE,43751
2009,NOV,ACRE,NORTE,9583
2009,NOV,AMAZONAS,NORTE,63231
2009,NOV,RORAIMA,NORTE,6073
2009,NOV,PARÁ,NORTE,133536
2009,NOV,AMAPÁ,NORTE,13739
2009,NOV,TOCANTINS,NORTE,33062
2009,NOV,MARANHÃO,NORDESTE,109385
2009,NOV,PIAUÍ,NORDESTE,54494
2009,NOV,CEARÁ,NORDESTE,140885
2009,NOV,RIO GRANDE DO NORTE,NORDESTE,66659
2009,NOV,PARAÍBA,NORDESTE,67340
2009,NOV,PERNAMBUCO,NORDESTE,177916
2009,NOV,ALAGOAS,NORDESTE,45302
2009,NOV,SERGIPE,NORDESTE,38620
2009,NOV,BAHIA,NORDESTE,266105
2009,NOV,AJUSTES,NORDESTE,",,,"
2009,NOV,MINAS GERAIS,SUDESTE,522365
2009,NOV,ESPÍRITO SANTO,SUDESTE,100697
2009,NOV,RIO DE JANEIRO,SUDESTE,329229
2009,NOV,SÃO PAULO,SUDESTE,1177581
2009,NOV,AJUSTES,SUDESTE,47000
2009,NOV,PARANÁ,SUL,286531
2009,NOV,SANTA CATARINA,SUL,237628
2009,NOV,RIO GRANDE DO SUL,SUL,234473
2009,NOV,AJUSTES,SUL,20000
2009,NOV,MATO GROSSO,CENTRO-OESTE,84618
2009,NOV,MATO GROSSO DO SUL,CENTRO-OESTE,59624
2009,NOV,GOIÁS,CENTRO-OESTE,201328
2009,NOV,DISTRITO FEDERAL,CENTRO-OESTE,86774
2009,DEZ,RONDÔNIA,NORTE,44930
2009,DEZ,ACRE,NORTE,10671
2009,DEZ,AMAZONAS,NORTE,66150
2009,DEZ,RORAIMA,NORTE,5412
2009,DEZ,PARÁ,NORTE,130804
2009,DEZ,AMAPÁ,NORTE,12503
2009,DEZ,TOCANTINS,NORTE,31573
2009,DEZ,MARANHÃO,NORDESTE,109423
2009,DEZ,PIAUÍ,NORDESTE,51453
2009,DEZ,CEARÁ,NORDESTE,145983
2009,DEZ,RIO GRANDE DO NORTE,NORDESTE,63555
2009,DEZ,PARAÍBA,NORDESTE,70178
2009,DEZ,PERNAMBUCO,NORDESTE,171020
2009,DEZ,ALAGOAS,NORDESTE,45238
2009,DEZ,SERGIPE,NORDESTE,39279
2009,DEZ,BAHIA,NORDESTE,263387
2009,DEZ,AJUSTES,NORDESTE,",,,"
2009,DEZ,MINAS GERAIS,SUDESTE,436839
2009,DEZ,ESPÍRITO SANTO,SUDESTE,91233
2009,DEZ,RIO DE JANEIRO,SUDESTE,286816
2009,DEZ,SÃO PAULO,SUDESTE,979775
2009,DEZ,AJUSTES,SUDESTE,47000
2009,DEZ,PARANÁ,SUL,258412
2009,DEZ,SANTA CATARINA,SUL,201227
2009,DEZ,RIO GRANDE DO SUL,SUL,233783
2009,DEZ,AJUSTES,SUL,20000
2009,DEZ,MATO GROSSO,CENTRO-OESTE,71713
2009,DEZ,MATO GROSSO DO SUL,CENTRO-OESTE,49662
2009,DEZ,GOIÁS,CENTRO-OESTE,173056
2009,DEZ,DISTRITO FEDERAL,CENTRO-OESTE,79047
2010,JAN,RONDÔNIA,NORTE,41841
2010,JAN,ACRE,NORTE,10806
2010,JAN,AMAZONAS,NORTE,61815
2010,JAN,RORAIMA,NORTE,7224
2010,JAN,PARÁ,NORTE,118184
2010,JAN,AMAPÁ,NORTE,13688
2010,JAN,TOCANTINS,NORTE,30470
2010,JAN,MARANHÃO,NORDESTE,104353
2010,JAN,PIAUÍ,NORDESTE,50932
2010,JAN,CEARÁ,NORDESTE,138520
2010,JAN,RIO GRANDE DO NORTE,NORDESTE,64792
2010,JAN,PARAÍBA,NORDESTE,66691
2010,JAN,PERNAMBUCO,NORDESTE,171600
2010,JAN,ALAGOAS,NORDESTE,46449
2010,JAN,SERGIPE,NORDESTE,37426
2010,JAN,BAHIA,NORDESTE,262363
2010,JAN,AJUSTES,NORDESTE,",,,"
2010,JAN,MINAS GERAIS,SUDESTE,503680
2010,JAN,ESPÍRITO SANTO,SUDESTE,94941
2010,JAN,RIO DE JANEIRO,SUDESTE,312944
2010,JAN,SÃO PAULO,SUDESTE,1053508
2010,JAN,AJUSTES,SUDESTE,76000
2010,JAN,PARANÁ,SUL,255093
2010,JAN,SANTA CATARINA,SUL,198686
2010,JAN,RIO GRANDE DO SUL,SUL,218089
2010,JAN,AJUSTES,SUL,20000
2010,JAN,MATO GROSSO,CENTRO-OESTE,72935
2010,JAN,MATO GROSSO DO SUL,CENTRO-OESTE,54036
2010,JAN,GOIÁS,CENTRO-OESTE,183135
2010,JAN,DISTRITO FEDERAL,CENTRO-OESTE,80219
2010,FEV,RONDÔNIA,NORTE,51530
2010,FEV,ACRE,NORTE,7550
2010,FEV,AMAZONAS,NORTE,49654
2010,FEV,RORAIMA,NORTE,7534
2010,FEV,PARÁ,NORTE,110659
2010,FEV,AMAPÁ,NORTE,8696
2010,FEV,TOCANTINS,NORTE,31553
2010,FEV,MARANHÃO,NORDESTE,95210
2010,FEV,PIAUÍ,NORDESTE,45143
2010,FEV,CEARÁ,NORDESTE,130778
2010,FEV,RIO GRANDE DO NORTE,NORDESTE,58894
2010,FEV,PARAÍBA,NORDESTE,62169
2010,FEV,PERNAMBUCO,NORDESTE,152381
2010,FEV,ALAGOAS,NORDESTE,41239
2010,FEV,SERGIPE,NORDESTE,35885
2010,FEV,BAHIA,NORDESTE,243671
2010,FEV,AJUSTES,NORDESTE,",,,"
2010,FEV,MINAS GERAIS,SUDESTE,471305
2010,FEV,ESPÍRITO SANTO,SUDESTE,87115
2010,FEV,RIO DE JANEIRO,SUDESTE,276977
2010,FEV,SÃO PAULO,SUDESTE,1066271
2010,FEV,AJUSTES,SUDESTE,86000
2010,FEV,PARANÁ,SUL,252359
2010,FEV,SANTA CATARINA,SUL,202264
2010,FEV,RIO GRANDE DO SUL,SUL,217799
2010,FEV,AJUSTES,SUL,20000
2010,FEV,MATO GROSSO,CENTRO-OESTE,71644
2010,FEV,MATO GROSSO DO SUL,CENTRO-OESTE,54854
2010,FEV,GOIÁS,CENTRO-OESTE,176275
2010,FEV,DISTRITO FEDERAL,CENTRO-OESTE,85365
2010,MAR,RONDÔNIA,NORTE,66877
2010,MAR,ACRE,NORTE,13999
2010,MAR,AMAZONAS,NORTE,72659
2010,MAR,RORAIMA,NORTE,7626
2010,MAR,PARÁ,NORTE,124857
2010,MAR,AMAPÁ,NORTE,11639
2010,MAR,TOCANTINS,NORTE,34995
2010,MAR,MARANHÃO,NORDESTE,106280
2010,MAR,PIAUÍ,NORDESTE,50480
2010,MAR,CEARÁ,NORDESTE,143283
2010,MAR,RIO GRANDE DO NORTE,NORDESTE,75285
2010,MAR,PARAÍBA,NORDESTE,73989
2010,MAR,PERNAMBUCO,NORDESTE,195572
2010,MAR,ALAGOAS,NORDESTE,51021
2010,MAR,SERGIPE,NORDESTE,44363
2010,MAR,BAHIA,NORDESTE,294896
2010,MAR,AJUSTES,NORDESTE,",,,"
2010,MAR,MINAS GERAIS,SUDESTE,578572
2010,MAR,ESPÍRITO SANTO,SUDESTE,101674
2010,MAR,RIO DE JANEIRO,SUDESTE,344264
2010,MAR,SÃO PAULO,SUDESTE,1316193
2010,MAR,AJUSTES,SUDESTE,88000
2010,MAR,PARANÁ,SUL,331161
2010,MAR,SANTA CATARINA,SUL,241177
2010,MAR,RIO GRANDE DO SUL,SUL,274172
2010,MAR,AJUSTES,SUL,20000
2010,MAR,MATO GROSSO,CENTRO-OESTE,91529
2010,MAR,MATO GROSSO DO SUL,CENTRO-OESTE,66686
2010,MAR,GOIÁS,CENTRO-OESTE,217929
2010,MAR,DISTRITO FEDERAL,CENTRO-OESTE,103105
2010,ABR,RONDÔNIA,NORTE,68114
2010,ABR,ACRE,NORTE,10883
2010,ABR,AMAZONAS,NORTE,64381
2010,ABR,RORAIMA,NORTE,6218
2010,ABR,PARÁ,NORTE,107047
2010,ABR,AMAPÁ,NORTE,8572
2010,ABR,TOCANTINS,NORTE,41649
2010,ABR,MARANHÃO,NORDESTE,90890
2010,ABR,PIAUÍ,NORDESTE,43785
2010,ABR,CEARÁ,NORDESTE,125297
2010,ABR,RIO GRANDE DO NORTE,NORDESTE,67041
2010,ABR,PARAÍBA,NORDESTE,66595
2010,ABR,PERNAMBUCO,NORDESTE,171479
2010,ABR,ALAGOAS,NORDESTE,46153
2010,ABR,SERGIPE,NORDESTE,34346
2010,ABR,BAHIA,NORDESTE,245168
2010,ABR,AJUSTES,NORDESTE,",,,"
2010,ABR,MINAS GERAIS,SUDESTE,533165
2010,ABR,ESPÍRITO SANTO,SUDESTE,97169
2010,ABR,RIO DE JANEIRO,SUDESTE,307211
2010,ABR,SÃO PAULO,SUDESTE,1183106
2010,ABR,AJUSTES,SUDESTE,59000
2010,ABR,PARANÁ,SUL,296522
2010,ABR,SANTA CATARINA,SUL,215317
2010,ABR,RIO GRANDE DO SUL,SUL,240049
2010,ABR,AJUSTES,SUL,20000
2010,ABR,MATO GROSSO,CENTRO-OESTE,82698
2010,ABR,MATO GROSSO DO SUL,CENTRO-OESTE,63328
2010,ABR,GOIÁS,CENTRO-OESTE,196222
2010,ABR,DISTRITO FEDERAL,CENTRO-OESTE,90761
2010,MAI,RONDÔNIA,NORTE,74693
2010,MAI,ACRE,NORTE,12063
2010,MAI,AMAZONAS,NORTE,63810
2010,MAI,RORAIMA,NORTE,6211
2010,MAI,PARÁ,NORTE,117699
2010,MAI,AMAPÁ,NORTE,8742
2010,MAI,TOCANTINS,NORTE,46038
2010,MAI,MARANHÃO,NORDESTE,103744
2010,MAI,PIAUÍ,NORDESTE,51401
2010,MAI,CEARÁ,NORDESTE,130266
2010,MAI,RIO GRANDE DO NORTE,NORDESTE,65230
2010,MAI,PARAÍBA,NORDESTE,67561
2010,MAI,PERNAMBUCO,NORDESTE,174310
2010,MAI,ALAGOAS,NORDESTE,47980
2010,MAI,SERGIPE,NORDESTE,38924
2010,MAI,BAHIA,NORDESTE,284621
2010,MAI,AJUSTES,NORDESTE,",,,"
2010,MAI,MINAS GERAIS,SUDESTE,560354
2010,MAI,ESPÍRITO SANTO,SUDESTE,93959
2010,MAI,RIO DE JANEIRO,SUDESTE,356467
2010,MAI,SÃO PAULO,SUDESTE,1271088
2010,MAI,AJUSTES,SUDESTE,59000
2010,MAI,PARANÁ,SUL,313794
2010,MAI,SANTA CATARINA,SUL,223331
2010,MAI,RIO GRANDE DO SUL,SUL,235199
2010,MAI,AJUSTES,SUL,20000
2010,MAI,MATO GROSSO,CENTRO-OESTE,94332
2010,MAI,MATO GROSSO DO SUL,CENTRO-OESTE,68015
2010,MAI,GOIÁS,CENTRO-OESTE,216849
2010,MAI,DISTRITO FEDERAL,CENTRO-OESTE,103517
2010,JUN,RONDÔNIA,NORTE,69723
2010,JUN,ACRE,NORTE,12514
2010,JUN,AMAZONAS,NORTE,63905
2010,JUN,RORAIMA,NORTE,6338
2010,JUN,PARÁ,NORTE,138844
2010,JUN,AMAPÁ,NORTE,14176
2010,JUN,TOCANTINS,NORTE,43433
2010,JUN,MARANHÃO,NORDESTE,114609
2010,JUN,PIAUÍ,NORDESTE,48648
2010,JUN,CEARÁ,NORDESTE,148729
2010,JUN,RIO GRANDE DO NORTE,NORDESTE,63704
2010,JUN,PARAÍBA,NORDESTE,65345
2010,JUN,PERNAMBUCO,NORDESTE,175701
2010,JUN,ALAGOAS,NORDESTE,39314
2010,JUN,SERGIPE,NORDESTE,33763
2010,JUN,BAHIA,NORDESTE,268126
2010,JUN,AJUSTES,NORDESTE,",,,"
2010,JUN,MINAS GERAIS,SUDESTE,546486
2010,JUN,ESPÍRITO SANTO,SUDESTE,99981
2010,JUN,RIO DE JANEIRO,SUDESTE,369496
2010,JUN,SÃO PAULO,SUDESTE,1233481
2010,JUN,AJUSTES,SUDESTE,59000
2010,JUN,PARANÁ,SUL,321068
2010,JUN,SANTA CATARINA,SUL,238782
2010,JUN,RIO GRANDE DO SUL,SUL,251884
2010,JUN,AJUSTES,SUL,20000
2010,JUN,MATO GROSSO,CENTRO-OESTE,97843
2010,JUN,MATO GROSSO DO SUL,CENTRO-OESTE,69188
2010,JUN,GOIÁS,CENTRO-OESTE,224206
2010,JUN,DISTRITO FEDERAL,CENTRO-OESTE,101609
2010,JUL,RONDÔNIA,NORTE,88606
2010,JUL,ACRE,NORTE,18791
2010,JUL,AMAZONAS,NORTE,64854
2010,JUL,RORAIMA,NORTE,7085
2010,JUL,PARÁ,NORTE,148287
2010,JUL,AMAPÁ,NORTE,15360
2010,JUL,TOCANTINS,NORTE,50079
2010,JUL,MARANHÃO,NORDESTE,129681
2010,JUL,PIAUÍ,NORDESTE,62497
2010,JUL,CEARÁ,NORDESTE,153951
2010,JUL,RIO GRANDE DO NORTE,NORDESTE,75670
2010,JUL,PARAÍBA,NORDESTE,73299
2010,JUL,PERNAMBUCO,NORDESTE,203870
2010,JUL,ALAGOAS,NORDESTE,45354
2010,JUL,SERGIPE,NORDESTE,38812
2010,JUL,BAHIA,NORDESTE,270271
2010,JUL,AJUSTES,NORDESTE,",,,"
2010,JUL,MINAS GERAIS,SUDESTE,601745
2010,JUL,ESPÍRITO SANTO,SUDESTE,107528
2010,JUL,RIO DE JANEIRO,SUDESTE,374629
2010,JUL,SÃO PAULO,SUDESTE,1225127
2010,JUL,AJUSTES,SUDESTE,97000
2010,JUL,PARANÁ,SUL,338081
2010,JUL,SANTA CATARINA,SUL,255631
2010,JUL,RIO GRANDE DO SUL,SUL,250763
2010,JUL,AJUSTES,SUL,20000
2010,JUL,MATO GROSSO,CENTRO-OESTE,112852
2010,JUL,MATO GROSSO DO SUL,CENTRO-OESTE,81537
2010,JUL,GOIÁS,CENTRO-OESTE,247363
2010,JUL,DISTRITO FEDERAL,CENTRO-OESTE,105403
2010,AGO,RONDÔNIA,NORTE,91828
2010,AGO,ACRE,NORTE,20986
2010,AGO,AMAZONAS,NORTE,62407
2010,AGO,RORAIMA,NORTE,7315
2010,AGO,PARÁ,NORTE,150136
2010,AGO,AMAPÁ,NORTE,14198
2010,AGO,TOCANTINS,NORTE,53189
2010,AGO,MARANHÃO,NORDESTE,120786
2010,AGO,PIAUÍ,NORDESTE,57589
2010,AGO,CEARÁ,NORDESTE,178971
2010,AGO,RIO GRANDE DO NORTE,NORDESTE,74932
2010,AGO,PARAÍBA,NORDESTE,72335
2010,AGO,PERNAMBUCO,NORDESTE,211944
2010,AGO,ALAGOAS,NORDESTE,51514
2010,AGO,SERGIPE,NORDESTE,40815
2010,AGO,BAHIA,NORDESTE,282262
2010,AGO,AJUSTES,NORDESTE,",,,"
2010,AGO,MINAS GERAIS,SUDESTE,647700
2010,AGO,ESPÍRITO SANTO,SUDESTE,116636
2010,AGO,RIO DE JANEIRO,SUDESTE,399587
2010,AGO,SÃO PAULO,SUDESTE,1345003
2010,AGO,AJUSTES,SUDESTE,103000
2010,AGO,PARANÁ,SUL,349058
2010,AGO,SANTA CATARINA,SUL,257961
2010,AGO,RIO GRANDE DO SUL,SUL,267189
2010,AGO,AJUSTES,SUL,20000
2010,AGO,MATO GROSSO,CENTRO-OESTE,99976
2010,AGO,MATO GROSSO DO SUL,CENTRO-OESTE,75708
2010,AGO,GOIÁS,CENTRO-OESTE,254223
2010,AGO,DISTRITO FEDERAL,CENTRO-OESTE,108029
2010,SET,RONDÔNIA,NORTE,79600
2010,SET,ACRE,NORTE,15808
2010,SET,AMAZONAS,NORTE,70814
2010,SET,RORAIMA,NORTE,6640
2010,SET,PARÁ,NORTE,153064
2010,SET,AMAPÁ,NORTE,16247
2010,SET,TOCANTINS,NORTE,43757
2010,SET,MARANHÃO,NORDESTE,122791
2010,SET,PIAUÍ,NORDESTE,55384
2010,SET,CEARÁ,NORDESTE,155598
2010,SET,RIO GRANDE DO NORTE,NORDESTE,79151
2010,SET,PARAÍBA,NORDESTE,72595
2010,SET,PERNAMBUCO,NORDESTE,214065
2010,SET,ALAGOAS,NORDESTE,50908
2010,SET,SERGIPE,NORDESTE,41580
2010,SET,BAHIA,NORDESTE,293852
2010,SET,AJUSTES,NORDESTE,",,,"
2010,SET,MINAS GERAIS,SUDESTE,628612
2010,SET,ESPÍRITO SANTO,SUDESTE,111909
2010,SET,RIO DE JANEIRO,SUDESTE,393905
2010,SET,SÃO PAULO,SUDESTE,1299821
2010,SET,AJUSTES,SUDESTE,108000
2010,SET,PARANÁ,SUL,341011
2010,SET,SANTA CATARINA,SUL,263827
2010,SET,RIO GRANDE DO SUL,SUL,253323
2010,SET,AJUSTES,SUL,20000
2010,SET,MATO GROSSO,CENTRO-OESTE,93907
2010,SET,MATO GROSSO DO SUL,CENTRO-OESTE,70757
2010,SET,GOIÁS,CENTRO-OESTE,258609
2010,SET,DISTRITO FEDERAL,CENTRO-OESTE,106331
2010,OUT,RONDÔNIA,NORTE,98639
2010,OUT,ACRE,NORTE,18127
2010,OUT,AMAZONAS,NORTE,70916
2010,OUT,RORAIMA,NORTE,6459
2010,OUT,PARÁ,NORTE,158709
2010,OUT,AMAPÁ,NORTE,12404
2010,OUT,TOCANTINS,NORTE,37019
2010,OUT,MARANHÃO,NORDESTE,127150
2010,OUT,PIAUÍ,NORDESTE,57195
2010,OUT,CEARÁ,NORDESTE,149923
2010,OUT,RIO GRANDE DO NORTE,NORDESTE,74257
2010,OUT,PARAÍBA,NORDESTE,69115
2010,OUT,PERNAMBUCO,NORDESTE,223199
2010,OUT,ALAGOAS,NORDESTE,50898
2010,OUT,SERGIPE,NORDESTE,45091
2010,OUT,BAHIA,NORDESTE,304568
2010,OUT,AJUSTES,NORDESTE,",,,"
2010,OUT,MINAS GERAIS,SUDESTE,596227
2010,OUT,ESPÍRITO SANTO,SUDESTE,108934
2010,OUT,RIO DE JANEIRO,SUDESTE,366444
2010,OUT,SÃO PAULO,SUDESTE,1231045
2010,OUT,AJUSTES,SUDESTE,114000
2010,OUT,PARANÁ,SUL,326660
2010,OUT,SANTA CATARINA,SUL,267393
2010,OUT,RIO GRANDE DO SUL,SUL,287265
2010,OUT,AJUSTES,SUL,20000
2010,OUT,MATO GROSSO,CENTRO-OESTE,97158
2010,OUT,MATO GROSSO DO SUL,CENTRO-OESTE,69162
2010,OUT,GOIÁS,CENTRO-OESTE,240714
2010,OUT,DISTRITO FEDERAL,CENTRO-OESTE,102258
