ANO,MES,ESTADO,REGIAO,CONSUMO_T
2015,JAN,PARAÍBA,NORDESTE,",,,"
2015,JAN,PERNAMBUCO,NORDESTE,",,,"
2015,JAN,ALAGOAS,NORDESTE,",,,"
2015,JAN,SERGIPE,NORDESTE,",,,"
2015,JAN,BAHIA,NORDESTE,",,,"
2015,JAN,AJUSTES,NORDESTE,",,,"
2015,JAN,MINAS GERAIS,SUDESTE,",,,"
2015,JAN,ESPÍRITO SANTO,SUDESTE,",,,"
2015,JAN,RIO DE JANEIRO,SUDESTE,",,,"
2015,JAN,SÃO PAULO,SUDESTE,",,,"
2015,JAN,AJUSTES,SUDESTE,",,,"
2015,JAN,PARANÁ,SUL,",,,"
2015,JAN,SANTA CATARINA,SUL,",,,"
2015,JAN,RIO GRANDE DO SUL,SUL,",,,"
2015,JAN,AJUSTES,SUL,",,,"
2015,JAN,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,JAN,MATO GROSSO,CENTRO-OESTE,",,,"
2015,JAN,GOIÁS,CENTRO-OESTE,",,,"
2015,JAN,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,FEV,RONDÔNIA,NORTE,",,,"
2015,FEV,ACRE,NORTE,",,,"
2015,FEV,AMAZONAS,NORTE,",,,"
2015,FEV,RORAIMA,NORTE,",,,"
2015,FEV,PARÁ,NORTE,",,,"
2015,FEV,AMAPÁ,NORTE,",,,"
2015,FEV,TOCANTINS,NORTE,",,,"
2015,FEV,MARANHÃO,NORDESTE,",,,"
2015,FEV,PIAUÍ,NORDESTE,",,,"
2015,FEV,CEARÁ,NORDESTE,",,,"
2015,FEV,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,FEV,PARAÍBA,NORDESTE,",,,"
2015,FEV,PERNAMBUCO,NORDESTE,",,,"
2015,FEV,ALAGOAS,NORDESTE,",,,"
2015,FEV,SERGIPE,NORDESTE,",,,"
2015,FEV,BAHIA,NORDESTE,",,,"
2015,FEV,AJUSTES,NORDESTE,",,,"
2015,FEV,MINAS GERAIS,SUDESTE,",,,"
2015,FEV,ESPÍRITO SANTO,SUDESTE,",,,"
2015,FEV,RIO DE JANEIRO,SUDESTE,",,,"
2015,FEV,SÃO PAULO,SUDESTE,",,,"
2015,FEV,AJUSTES,SUDESTE,",,,"
2015,FEV,PARANÁ,SUL,",,,"
2015,FEV,SANTA CATARINA,SUL,",,,"
2015,FEV,RIO GRANDE DO SUL,SUL,",,,"
2015,FEV,AJUSTES,SUL,",,,"
2015,FEV,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,FEV,MATO GROSSO,CENTRO-OESTE,",,,"
2015,FEV,GOIÁS,CENTRO-OESTE,",,,"
2015,FEV,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,MAR,RONDÔNIA,NORTE,",,,"
2015,MAR,ACRE,NORTE,",,,"
2015,MAR,AMAZONAS,NORTE,",,,"
2015,MAR,RORAIMA,NORTE,",,,"
2015,MAR,PARÁ,NORTE,",,,"
2015,MAR,AMAPÁ,NORTE,",,,"
2015,MAR,TOCANTINS,NORTE,",,,"
2015,MAR,MARANHÃO,NORDESTE,",,,"
2015,MAR,PIAUÍ,NORDESTE,",,,"
2015,MAR,CEARÁ,NORDESTE,",,,"
2015,MAR,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,MAR,PARAÍBA,NORDESTE,",,,"
2015,MAR,PERNAMBUCO,NORDESTE,",,,"
2015,MAR,ALAGOAS,NORDESTE,",,,"
2015,MAR,SERGIPE,NORDESTE,",,,"
2015,MAR,BAHIA,NORDESTE,",,,"
2015,MAR,AJUSTES,NORDESTE,",,,"
2015,MAR,MINAS GERAIS,SUDESTE,",,,"
2015,MAR,ESPÍRITO SANTO,SUDESTE,",,,"
2015,MAR,RIO DE JANEIRO,SUDESTE,",,,"
2015,MAR,SÃO PAULO,SUDESTE,",,,"
2015,MAR,AJUSTES,SUDESTE,",,,"
2015,MAR,PARANÁ,SUL,",,,"
2015,MAR,SANTA CATARINA,SUL,",,,"
2015,MAR,RIO GRANDE DO SUL,SUL,",,,"
2015,MAR,AJUSTES,SUL,",,,"
2015,MAR,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,MAR,MATO GROSSO,CENTRO-OESTE,",,,"
2015,MAR,GOIÁS,CENTRO-OESTE,",,,"
2015,MAR,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,ABR,RONDÔNIA,NORTE,",,,"
2015,ABR,ACRE,NORTE,",,,"
2015,ABR,AMAZONAS,NORTE,",,,"
2015,ABR,RORAIMA,NORTE,",,,"
2015,ABR,PARÁ,NORTE,",,,"
2015,ABR,AMAPÁ,NORTE,",,,"
2015,ABR,TOCANTINS,NORTE,",,,"
2015,ABR,MARANHÃO,NORDESTE,",,,"
2015,ABR,PIAUÍ,NORDESTE,",,,"
2015,ABR,CEARÁ,NORDESTE,",,,"
2015,ABR,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,ABR,PARAÍBA,NORDESTE,",,,"
2015,ABR,PERNAMBUCO,NORDESTE,",,,"
2015,ABR,ALAGOAS,NORDESTE,",,,"
2015,ABR,SERGIPE,NORDESTE,",,,"
2015,ABR,BAHIA,NORDESTE,",,,"
2015,ABR,AJUSTES,NORDESTE,",,,"
2015,ABR,MINAS GERAIS,SUDESTE,",,,"
2015,ABR,ESPÍRITO SANTO,SUDESTE,",,,"
2015,ABR,RIO DE JANEIRO,SUDESTE,",,,"
2015,ABR,SÃO PAULO,SUDESTE,",,,"
2015,ABR,AJUSTES,SUDESTE,",,,"
2015,ABR,PARANÁ,SUL,",,,"
2015,ABR,SANTA CATARINA,SUL,",,,"
2015,ABR,RIO GRANDE DO SUL,SUL,",,,"
2015,ABR,AJUSTES,SUL,",,,"
2015,ABR,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,ABR,MATO GROSSO,CENTRO-OESTE,",,,"
2015,ABR,GOIÁS,CENTRO-OESTE,",,,"
2015,ABR,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,MAI,RONDÔNIA,NORTE,",,,"
2015,MAI,ACRE,NORTE,",,,"
2015,MAI,AMAZONAS,NORTE,",,,"
2015,MAI,RORAIMA,NORTE,",,,"
2015,MAI,PARÁ,NORTE,",,,"
2015,MAI,AMAPÁ,NORTE,",,,"
2015,MAI,TOCANTINS,NORTE,",,,"
2015,MAI,MARANHÃO,NORDESTE,",,,"
2015,MAI,PIAUÍ,NORDESTE,",,,"
2015,MAI,CEARÁ,NORDESTE,",,,"
2015,MAI,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,MAI,PARAÍBA,NORDESTE,",,,"
2015,MAI,PERNAMBUCO,NORDESTE,",,,"
2015,MAI,ALAGOAS,NORDESTE,",,,"
2015,MAI,SERGIPE,NORDESTE,",,,"
2015,MAI,BAHIA,NORDESTE,",,,"
2015,MAI,AJUSTES,NORDESTE,",,,"
2015,MAI,MINAS GERAIS,SUDESTE,",,,"
2015,MAI,ESPÍRITO SANTO,SUDESTE,",,,"
2015,MAI,RIO DE JANEIRO,SUDESTE,",,,"
2015,MAI,SÃO PAULO,SUDESTE,",,,"
2015,MAI,AJUSTES,SUDESTE,",,,"
2015,MAI,PARANÁ,SUL,",,,"
2015,MAI,SANTA CATARINA,SUL,",,,"
2015,MAI,RIO GRANDE DO SUL,SUL,",,,"
2015,MAI,AJUSTES,SUL,",,,"
2015,MAI,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,MAI,MATO GROSSO,CENTRO-OESTE,",,,"
2015,MAI,GOIÁS,CENTRO-OESTE,",,,"
2015,MAI,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,JUN,RONDÔNIA,NORTE,",,,"
2015,JUN,ACRE,NORTE,",,,"
2015,JUN,AMAZONAS,NORTE,",,,"
2015,JUN,RORAIMA,NORTE,",,,"
2015,JUN,PARÁ,NORTE,",,,"
2015,JUN,AMAPÁ,NORTE,",,,"
2015,JUN,TOCANTINS,NORTE,",,,"
2015,JUN,MARANHÃO,NORDESTE,",,,"
2015,JUN,PIAUÍ,NORDESTE,",,,"
2015,JUN,CEARÁ,NORDESTE,",,,"
2015,JUN,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,JUN,PARAÍBA,NORDESTE,",,,"
2015,JUN,PERNAMBUCO,NORDESTE,",,,"
2015,JUN,ALAGOAS,NORDESTE,",,,"
2015,JUN,SERGIPE,NORDESTE,",,,"
2015,JUN,BAHIA,NORDESTE,",,,"
2015,JUN,AJUSTES,NORDESTE,",,,"
2015,JUN,MINAS GERAIS,SUDESTE,",,,"
2015,JUN,ESPÍRITO SANTO,SUDESTE,",,,"
2015,JUN,RIO DE JANEIRO,SUDESTE,",,,"
2015,JUN,SÃO PAULO,SUDESTE,",,,"
2015,JUN,AJUSTES,SUDESTE,",,,"
2015,JUN,PARANÁ,SUL,",,,"
2015,JUN,SANTA CATARINA,SUL,",,,"
2015,JUN,RIO GRANDE DO SUL,SUL,",,,"
2015,JUN,AJUSTES,SUL,",,,"
2015,JUN,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,JUN,MATO GROSSO,CENTRO-OESTE,",,,"
2015,JUN,GOIÁS,CENTRO-OESTE,",,,"
2015,JUN,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,JUL,RONDÔNIA,NORTE,",,,"
2015,JUL,ACRE,NORTE,",,,"
2015,JUL,AMAZONAS,NORTE,",,,"
2015,JUL,RORAIMA,NORTE,",,,"
2015,JUL,PARÁ,NORTE,",,,"
2015,JUL,AMAPÁ,NORTE,",,,"
2015,JUL,TOCANTINS,NORTE,",,,"
2015,JUL,MARANHÃO,NORDESTE,",,,"
2015,JUL,PIAUÍ,NORDESTE,",,,"
2015,JUL,CEARÁ,NORDESTE,",,,"
2015,JUL,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,JUL,PARAÍBA,NORDESTE,",,,"
2015,JUL,PERNAMBUCO,NORDESTE,",,,"
2015,JUL,ALAGOAS,NORDESTE,",,,"
2015,JUL,SERGIPE,NORDESTE,",,,"
2015,JUL,BAHIA,NORDESTE,",,,"
2015,JUL,AJUSTES,NORDESTE,",,,"
2015,JUL,MINAS GERAIS,SUDESTE,",,,"
2015,JUL,ESPÍRITO SANTO,SUDESTE,",,,"
2015,JUL,RIO DE JANEIRO,SUDESTE,",,,"
2015,JUL,SÃO PAULO,SUDESTE,",,,"
2015,JUL,AJUSTES,SUDESTE,",,,"
2015,JUL,PARANÁ,SUL,",,,"
2015,JUL,SANTA CATARINA,SUL,",,,"
2015,JUL,RIO GRANDE DO SUL,SUL,",,,"
2015,JUL,AJUSTES,SUL,",,,"
2015,JUL,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,JUL,MATO GROSSO,CENTRO-OESTE,",,,"
2015,JUL,GOIÁS,CENTRO-OESTE,",,,"
2015,JUL,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,AGO,RONDÔNIA,NORTE,",,,"
2015,AGO,ACRE,NORTE,",,,"
2015,AGO,AMAZONAS,NORTE,",,,"
2015,AGO,RORAIMA,NORTE,",,,"
2015,AGO,PARÁ,NORTE,",,,"
2015,AGO,AMAPÁ,NORTE,",,,"
2015,AGO,TOCANTINS,NORTE,",,,"
2015,AGO,MARANHÃO,NORDESTE,",,,"
2015,AGO,PIAUÍ,NORDESTE,",,,"
2015,AGO,CEARÁ,NORDESTE,",,,"
2015,AGO,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,AGO,PARAÍBA,NORDESTE,",,,"
2015,AGO,PERNAMBUCO,NORDESTE,",,,"
2015,AGO,ALAGOAS,NORDESTE,",,,"
2015,AGO,SERGIPE,NORDESTE,",,,"
2015,AGO,BAHIA,NORDESTE,",,,"
2015,AGO,AJUSTES,NORDESTE,",,,"
2015,AGO,MINAS GERAIS,SUDESTE,",,,"
2015,AGO,ESPÍRITO SANTO,SUDESTE,",,,"
2015,AGO,RIO DE JANEIRO,SUDESTE,",,,"
2015,AGO,SÃO PAULO,SUDESTE,",,,"
2015,AGO,AJUSTES,SUDESTE,",,,"
2015,AGO,PARANÁ,SUL,",,,"
2015,AGO,SANTA CATARINA,SUL,",,,"
2015,AGO,RIO GRANDE DO SUL,SUL,",,,"
2015,AGO,AJUSTES,SUL,",,,"
2015,AGO,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,AGO,MATO GROSSO,CENTRO-OESTE,",,,"
2015,AGO,GOIÁS,CENTRO-OESTE,",,,"
2015,AGO,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,SET,RONDÔNIA,NORTE,",,,"
2015,SET,ACRE,NORTE,",,,"
2015,SET,AMAZONAS,NORTE,",,,"
2015,SET,RORAIMA,NORTE,",,,"
2015,SET,PARÁ,NORTE,",,,"
2015,SET,AMAPÁ,NORTE,",,,"
2015,SET,TOCANTINS,NORTE,",,,"
2015,SET,MARANHÃO,NORDESTE,",,,"
2015,SET,PIAUÍ,NORDESTE,",,,"
2015,SET,CEARÁ,NORDESTE,",,,"
2015,SET,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,SET,PARAÍBA,NORDESTE,",,,"
2015,SET,PERNAMBUCO,NORDESTE,",,,"
2015,SET,ALAGOAS,NORDESTE,",,,"
2015,SET,SERGIPE,NORDESTE,",,,"
2015,SET,BAHIA,NORDESTE,",,,"
2015,SET,AJUSTES,NORDESTE,",,,"
2015,SET,MINAS GERAIS,SUDESTE,",,,"
2015,SET,ESPÍRITO SANTO,SUDESTE,",,,"
2015,SET,RIO DE JANEIRO,SUDESTE,",,,"
2015,SET,SÃO PAULO,SUDESTE,",,,"
2015,SET,AJUSTES,SUDESTE,",,,"
2015,SET,PARANÁ,SUL,",,,"
2015,SET,SANTA CATARINA,SUL,",,,"
2015,SET,RIO GRANDE DO SUL,SUL,",,,"
2015,SET,AJUSTES,SUL,",,,"
2015,SET,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,SET,MATO GROSSO,CENTRO-OESTE,",,,"
2015,SET,GOIÁS,CENTRO-OESTE,",,,"
2015,SET,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,OUT,RONDÔNIA,NORTE,",,,"
2015,OUT,ACRE,NORTE,",,,"
2015,OUT,AMAZONAS,NORTE,",,,"
2015,OUT,RORAIMA,NORTE,",,,"
2015,OUT,PARÁ,NORTE,",,,"
2015,OUT,AMAPÁ,NORTE,",,,"
2015,OUT,TOCANTINS,NORTE,",,,"
2015,OUT,MARANHÃO,NORDESTE,",,,"
2015,OUT,PIAUÍ,NORDESTE,",,,"
2015,OUT,CEARÁ,NORDESTE,",,,"
2015,OUT,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,OUT,PARAÍBA,NORDESTE,",,,"
2015,OUT,PERNAMBUCO,NORDESTE,",,,"
2015,OUT,ALAGOAS,NORDESTE,",,,"
2015,OUT,SERGIPE,NORDESTE,",,,"
2015,OUT,BAHIA,NORDESTE,",,,"
2015,OUT,AJUSTES,NORDESTE,",,,"
2015,OUT,MINAS GERAIS,SUDESTE,",,,"
2015,OUT,ESPÍRITO SANTO,SUDESTE,",,,"
2015,OUT,RIO DE JANEIRO,SUDESTE,",,,"
2015,OUT,SÃO PAULO,SUDESTE,",,,"
2015,OUT,AJUSTES,SUDESTE,",,,"
2015,OUT,PARANÁ,SUL,",,,"
2015,OUT,SANTA CATARINA,SUL,",,,"
2015,OUT,RIO GRANDE DO SUL,SUL,",,,"
2015,OUT,AJUSTES,SUL,",,,"
2015,OUT,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,OUT,MATO GROSSO,CENTRO-OESTE,",,,"
2015,OUT,GOIÁS,CENTRO-OESTE,",,,"
2015,OUT,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,NOV,RONDÔNIA,NORTE,",,,"
2015,NOV,ACRE,NORTE,",,,"
2015,NOV,AMAZONAS,NORTE,",,,"
2015,NOV,RORAIMA,NORTE,",,,"
2015,NOV,PARÁ,NORTE,",,,"
2015,NOV,AMAPÁ,NORTE,",,,"
2015,NOV,TOCANTINS,NORTE,",,,"
2015,NOV,MARANHÃO,NORDESTE,",,,"
2015,NOV,PIAUÍ,NORDESTE,",,,"
2015,NOV,CEARÁ,NORDESTE,",,,"
2015,NOV,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,NOV,PARAÍBA,NORDESTE,",,,"
2015,NOV,PERNAMBUCO,NORDESTE,",,,"
2015,NOV,ALAGOAS,NORDESTE,",,,"
2015,NOV,SERGIPE,NORDESTE,",,,"
2015,NOV,BAHIA,NORDESTE,",,,"
2015,NOV,AJUSTES,NORDESTE,",,,"
2015,NOV,MINAS GERAIS,SUDESTE,",,,"
2015,NOV,ESPÍRITO SANTO,SUDESTE,",,,"
2015,NOV,RIO DE JANEIRO,SUDESTE,",,,"
2015,NOV,SÃO PAULO,SUDESTE,",,,"
2015,NOV,AJUSTES,SUDESTE,",,,"
2015,NOV,PARANÁ,SUL,",,,"
2015,NOV,SANTA CATARINA,SUL,",,,"
2015,NOV,RIO GRANDE DO SUL,SUL,",,,"
2015,NOV,AJUSTES,SUL,",,,"
2015,NOV,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,NOV,MATO GROSSO,CENTRO-OESTE,",,,"
2015,NOV,GOIÁS,CENTRO-OESTE,",,,"
2015,NOV,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2015,DEZ,RONDÔNIA,NORTE,",,,"
2015,DEZ,ACRE,NORTE,",,,"
2015,DEZ,AMAZONAS,NORTE,",,,"
2015,DEZ,RORAIMA,NORTE,",,,"
2015,DEZ,PARÁ,NORTE,",,,"
2015,DEZ,AMAPÁ,NORTE,",,,"
2015,DEZ,TOCANTINS,NORTE,",,,"
2015,DEZ,MARANHÃO,NORDESTE,",,,"
2015,DEZ,PIAUÍ,NORDESTE,",,,"
2015,DEZ,CEARÁ,NORDESTE,",,,"
2015,DEZ,RIO GRANDE DO NORTE,NORDESTE,",,,"
2015,DEZ,PARAÍBA,NORDESTE,",,,"
2015,DEZ,PERNAMBUCO,NORDESTE,",,,"
2015,DEZ,ALAGOAS,NORDESTE,",,,"
2015,DEZ,SERGIPE,NORDESTE,",,,"
2015,DEZ,BAHIA,NORDESTE,",,,"
2015,DEZ,AJUSTES,NORDESTE,",,,"
2015,DEZ,MINAS GERAIS,SUDESTE,",,,"
2015,DEZ,ESPÍRITO SANTO,SUDESTE,",,,"
2015,DEZ,RIO DE JANEIRO,SUDESTE,",,,"
2015,DEZ,SÃO PAULO,SUDESTE,",,,"
2015,DEZ,AJUSTES,SUDESTE,",,,"
2015,DEZ,PARANÁ,SUL,",,,"
2015,DEZ,SANTA CATARINA,SUL,",,,"
2015,DEZ,RIO GRANDE DO SUL,SUL,",,,"
2015,DEZ,AJUSTES,SUL,",,,"
2015,DEZ,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2015,DEZ,MATO GROSSO,CENTRO-OESTE,",,,"
2015,DEZ,GOIÁS,CENTRO-OESTE,",,,"
2015,DEZ,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2016,JAN,RONDÔNIA,NORTE,",,,"
2016,JAN,ACRE,NORTE,",,,"
2016,JAN,AMAZONAS,NORTE,",,,"
2016,JAN,RORAIMA,NORTE,",,,"
2016,JAN,PARÁ,NORTE,",,,"
2016,JAN,AMAPÁ,NORTE,",,,"
2016,JAN,TOCANTINS,NORTE,",,,"
2016,JAN,MARANHÃO,NORDESTE,",,,"
2016,JAN,PIAUÍ,NORDESTE,",,,"
2016,JAN,CEARÁ,NORDESTE,",,,"
2016,JAN,RIO GRANDE DO NORTE,NORDESTE,",,,"
2016,JAN,PARAÍBA,NORDESTE,",,,"
2016,JAN,PERNAMBUCO,NORDESTE,",,,"
2016,JAN,ALAGOAS,NORDESTE,",,,"
2016,JAN,SERGIPE,NORDESTE,",,,"
2016,JAN,BAHIA,NORDESTE,",,,"
2016,JAN,AJUSTES,NORDESTE,",,,"
2016,JAN,MINAS GERAIS,SUDESTE,",,,"
2016,JAN,ESPÍRITO SANTO,SUDESTE,",,,"
2016,JAN,RIO DE JANEIRO,SUDESTE,",,,"
2016,JAN,SÃO PAULO,SUDESTE,",,,"
2016,JAN,AJUSTES,SUDESTE,",,,"
2016,JAN,PARANÁ,SUL,",,,"
2016,JAN,SANTA CATARINA,SUL,",,,"
2016,JAN,RIO GRANDE DO SUL,SUL,",,,"
2016,JAN,AJUSTES,SUL,",,,"
2016,JAN,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2016,JAN,MATO GROSSO,CENTRO-OESTE,",,,"
2016,JAN,GOIÁS,CENTRO-OESTE,",,,"
2016,JAN,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2016,FEV,RONDÔNIA,NORTE,",,,"
2016,FEV,ACRE,NORTE,",,,"
2016,FEV,AMAZONAS,NORTE,",,,"
2016,FEV,RORAIMA,NORTE,",,,"
2016,FEV,PARÁ,NORTE,",,,"
2016,FEV,AMAPÁ,NORTE,",,,"
2016,FEV,TOCANTINS,NORTE,",,,"
2016,FEV,MARANHÃO,NORDESTE,",,,"
2016,FEV,PIAUÍ,NORDESTE,",,,"
2016,FEV,CEARÁ,NORDESTE,",,,"
2016,FEV,RIO GRANDE DO NORTE,NORDESTE,",,,"
2016,FEV,PARAÍBA,NORDESTE,",,,"
2016,FEV,PERNAMBUCO,NORDESTE,",,,"
2016,FEV,ALAGOAS,NORDESTE,",,,"
2016,FEV,SERGIPE,NORDESTE,",,,"
2016,FEV,BAHIA,NORDESTE,",,,"
2016,FEV,AJUSTES,NORDESTE,",,,"
2016,FEV,MINAS GERAIS,SUDESTE,",,,"
2016,FEV,ESPÍRITO SANTO,SUDESTE,",,,"
2016,FEV,RIO DE JANEIRO,SUDESTE,",,,"
2016,FEV,SÃO PAULO,SUDESTE,",,,"
2016,FEV,AJUSTES,SUDESTE,",,,"
2016,FEV,PARANÁ,SUL,",,,"
2016,FEV,SANTA CATARINA,SUL,",,,"
2016,FEV,RIO GRANDE DO SUL,SUL,",,,"
2016,FEV,AJUSTES,SUL,",,,"
2016,FEV,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2016,FEV,MATO GROSSO,CENTRO-OESTE,",,,"
2016,FEV,GOIÁS,CENTRO-OESTE,",,,"
2016,FEV,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2016,MAR,RONDÔNIA,NORTE,",,,"
2016,MAR,ACRE,NORTE,",,,"
2016,MAR,AMAZONAS,NORTE,",,,"
2016,MAR,RORAIMA,NORTE,",,,"
2016,MAR,PARÁ,NORTE,",,,"
2016,MAR,AMAPÁ,NORTE,",,,"
2016,MAR,TOCANTINS,NORTE,",,,"
2016,MAR,MARANHÃO,NORDESTE,",,,"
2016,MAR,PIAUÍ,NORDESTE,",,,"
2016,MAR,CEARÁ,NORDESTE,",,,"
2016,MAR,RIO GRANDE DO NORTE,NORDESTE,",,,"
2016,MAR,PARAÍBA,NORDESTE,",,,"
2016,MAR,PERNAMBUCO,NORDESTE,",,,"
2016,MAR,ALAGOAS,NORDESTE,",,,"
2016,MAR,SERGIPE,NORDESTE,",,,"
2016,MAR,BAHIA,NORDESTE,",,,"
2016,MAR,AJUSTES,NORDESTE,",,,"
2016,MAR,MINAS GERAIS,SUDESTE,",,,"
2016,MAR,ESPÍRITO SANTO,SUDESTE,",,,"
2016,MAR,RIO DE JANEIRO,SUDESTE,",,,"
2016,MAR,SÃO PAULO,SUDESTE,",,,"
2016,MAR,AJUSTES,SUDESTE,",,,"
2016,MAR,PARANÁ,SUL,",,,"
2016,MAR,SANTA CATARINA,SUL,",,,"
2016,MAR,RIO GRANDE DO SUL,SUL,",,,"
2016,MAR,AJUSTES,SUL,",,,"
2016,MAR,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2016,MAR,MATO GROSSO,CENTRO-OESTE,",,,"
2016,MAR,GOIÁS,CENTRO-OESTE,",,,"
2016,MAR,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2016,ABR,RONDÔNIA,NORTE,",,,"
2016,ABR,ACRE,NORTE,",,,"
2016,ABR,AMAZONAS,NORTE,",,,"
2016,ABR,RORAIMA,NORTE,",,,"
2016,ABR,PARÁ,NORTE,",,,"
2016,ABR,AMAPÁ,NORTE,",,,"
2016,ABR,TOCANTINS,NORTE,",,,"
2016,ABR,MARANHÃO,NORDESTE,",,,"
2016,ABR,PIAUÍ,NORDESTE,",,,"
2016,ABR,CEARÁ,NORDESTE,",,,"
2016,ABR,RIO GRANDE DO NORTE,NORDESTE,",,,"
2016,ABR,PARAÍBA,NORDESTE,",,,"
2016,ABR,PERNAMBUCO,NORDESTE,",,,"
2016,ABR,ALAGOAS,NORDESTE,",,,"
2016,ABR,SERGIPE,NORDESTE,",,,"
2016,ABR,BAHIA,NORDESTE,",,,"
2016,ABR,AJUSTES,NORDESTE,",,,"
2016,ABR,MINAS GERAIS,SUDESTE,",,,"
2016,ABR,ESPÍRITO SANTO,SUDESTE,",,,"
2016,ABR,RIO DE JANEIRO,SUDESTE,",,,"
2016,ABR,SÃO PAULO,SUDESTE,",,,"
2016,ABR,AJUSTES,SUDESTE,",,,"
2016,ABR,PARANÁ,SUL,",,,"
2016,ABR,SANTA CATARINA,SUL,",,,"
2016,ABR,RIO GRANDE DO SUL,SUL,",,,"
2016,ABR,AJUSTES,SUL,",,,"
2016,ABR,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2016,ABR,MATO GROSSO,CENTRO-OESTE,",,,"
2016,ABR,GOIÁS,CENTRO-OESTE,",,,"
2016,ABR,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2016,MAI,RONDÔNIA,NORTE,",,,"
2016,MAI,ACRE,NORTE,",,,"
2016,MAI,AMAZONAS,NORTE,",,,"
2016,MAI,RORAIMA,NORTE,",,,"
2016,MAI,PARÁ,NORTE,",,,"
2016,MAI,AMAPÁ,NORTE,",,,"
2016,MAI,TOCANTINS,NORTE,",,,"
2016,MAI,MARANHÃO,NORDESTE,",,,"
2016,MAI,PIAUÍ,NORDESTE,",,,"
2016,MAI,CEARÁ,NORDESTE,",,,"
2016,MAI,RIO GRANDE DO NORTE,NORDESTE,",,,"
2016,MAI,PARAÍBA,NORDESTE,",,,"
2016,MAI,PERNAMBUCO,NORDESTE,",,,"
2016,MAI,ALAGOAS,NORDESTE,",,,"
2016,MAI,SERGIPE,NORDESTE,",,,"
2016,MAI,BAHIA,NORDESTE,",,,"
2016,MAI,AJUSTES,NORDESTE,",,,"
2016,MAI,MINAS GERAIS,SUDESTE,",,,"
2016,MAI,ESPÍRITO SANTO,SUDESTE,",,,"
2016,MAI,RIO DE JANEIRO,SUDESTE,",,,"
2016,MAI,SÃO PAULO,SUDESTE,",,,"
2016,MAI,AJUSTES,SUDESTE,",,,"
2016,MAI,PARANÁ,SUL,",,,"
2016,MAI,SANTA CATARINA,SUL,",,,"
2016,MAI,RIO GRANDE DO SUL,SUL,",,,"
2016,MAI,AJUSTES,SUL,",,,"
2016,MAI,MATO GROSSO DO SUL,CENTRO-OESTE,",,,"
2016,MAI,MATO GROSSO,CENTRO-OESTE,",,,"
2016,MAI,GOIÁS,CENTRO-OESTE,",,,"
2016,MAI,DISTRITO FEDERAL,CENTRO-OESTE,",,,"
2016,JUN,RONDÔNIA,NORTE,",,,"
2016,JUN,ACRE,NORTE,",,,"
2016,JUN,AMAZONAS,NORTE,",,,"
2016,JUN,RORAIMA,NORTE,",,,"
2016,JUN,PARÁ,NORTE,",,,"
2016,JUN,AMAPÁ,NORTE,",,,"
2016,JUN,TOCANTINS,NORTE,",,,"
2016,JUN,MARANHÃO,NORDESTE,",,,"
